engenharia civil;1 período;CD3X1 - CALCULO DIFERENCIAL E INTEGRAL 1 (ID1A_CM)
engenharia civil;2 período;AT31A - Atividades Complementares (ID2A_CM)
engenharia civil;2 período;CV32C - PROJETO DE EDIFICIOS (ID2B_CM)
engenharia civil;2 período;CV32C - PROJETO DE EDIFICIOS (ID2A_CM)
engenharia civil;2 período;CV32B - CIENCIA DOS MATERIAIS PARA ENGENHARIA CIVIL (ID2B_CM)
engenharia civil;2 período;CV32B - CIENCIA DOS MATERIAIS PARA ENGENHARIA CIVIL (ID2A_CM)
engenharia civil;2 período;CV32A - FUNDAMENTOS DE PROGRAMAÇÃO (ID2A_CM)
engenharia civil;2 período;FS3XB - FISICA 2 (ID2B_CM)
engenharia civil;2 período;FS3XB - FISICA 2 (ID2A_CM)
engenharia civil;2 período;CD3X2 - CALCULO DIFERENCIAL E INTEGRAL 2 (ID2A_CM)
engenharia civil;2 período;PB3XB - PROBABILIDADE E ESTATISTICA (ID2A_CM)
engenharia civil;3 período;CV33A - MATERIAIS DE CONSTRUÇÃO CIVIL A (ID3B_CM)
engenharia civil;3 período;CV33A - MATERIAIS DE CONSTRUÇÃO CIVIL A (ID3A_CM)
engenharia civil;3 período;CV33B - TOPOGRAFIA (ID3A_CM)
engenharia civil;3 período;MP3X1 - METODOLOGIA DE PESQUISA (ID3A_CM)
engenharia civil;3 período;MG3XB - MECANICA GERAL 1 (ID3A_CM)
engenharia civil;3 período;ED3XB - EQUAÇOES DIFERENCIAIS ORDINARIAS (ID3A_CM)
engenharia civil;3 período;CD3X3 - CALCULO DIFERENCIAL E INTEGRAL 3 (ID3A_CM)
engenharia civil;3 período;FS3X3 - FISICA 3 (ID3B_CM)
engenharia civil;3 período;FS3X3 - FISICA 3 (ID3A_CM)
engenharia civil;4 período;CV35F - Projeto Geometrico De Estradas (ID4A_CM)
engenharia civil;4 período;CV34F - TRANSPORTES (ID4A_CM)
engenharia civil;4 período;CV34C - RESISTÊNCIA DOS MATERIAIS 1 (ID4A_CM)
engenharia civil;4 período;CV34E - MATERIAIS DE CONSTRUÇÃO CIVIL B (ID4B_CM)
engenharia civil;4 período;CV34E - MATERIAIS DE CONSTRUÇÃO CIVIL B (ID4A_CM)
engenharia civil;4 período;CA3XA - CIENCIAS DO AMBIENTE (ID4A_CM)
engenharia civil;4 período;CV34D - GEOLOGIA APLICADA A ENGENHARIA (ID4A_CM)
engenharia civil;4 período;MG3XD - MECANICA GERAL 2 (ID4A_CM)
engenharia civil;4 período;CN3XB - CALCULO NUMERICO (ID4A_CM)
engenharia civil;5 período;CV35D - TEORIA DAS ESTRUTURAS 1 (ID5A_CM)
engenharia civil;5 período;CV35E - TECNOLOGIA DA CONSTRUÇÃO CIVIL 1 (ID5A_CM)
engenharia civil;5 período;CV35C - RESISTENCIA DOS MATERIAIS 2 (ID5A_CM)
engenharia civil;5 período;CV35F - PROJETO GEOMETRICO DE ESTRADAS (ID5A_CM)
engenharia civil;5 período;CV35B - MECANICA DOS SOLOS (ID5A_CM)
engenharia civil;5 período;CV35A - MECANICA DOS FLUIDOS E TRANSFERENCIA DE CALOR E MASSA (ID5B_CM)
engenharia civil;5 período;CV35A - MECANICA DOS FLUIDOS E TRANSFERENCIA DE CALOR E MASSA (ID5A_CM)
engenharia civil;6 período;CV36E - TEORIA DAS ESTRUTURAS 2 (ID6A_CM)
engenharia civil;6 período;CV36F - TECNOLOGIA DA CONSTRUÇÃO CIVIL 2 (ID6A_CM)
engenharia civil;6 período;CV36H - PROJETO DE PAVIMENTAÇÃO (ID6A_CM)
engenharia civil;6 período;CV36G - LOGÍSTICA E GERÊNCIA DE MATERIAIS (ID6A_CM)
engenharia civil;6 período;CV36A - INSTALAÇÕES ELETRICAS PREDIAIS (ID6A_CM)
engenharia civil;6 período;CV36D - FUNDAÇÕES (ID6A_CM)
engenharia civil;6 período;CV36B - ADMINISTRAÇÃO (ID6A_CM)
engenharia civil;6 período;CV36C - HIDRAULICA (ID6A_CM)
engenharia civil;7 período;CV37E - QUALIDADE NA CONSTRUÇÃO CIVIL (ID7A_CM)
engenharia civil;7 período;CV37B - INSTALAÇÕES HIDROSSANITÁRIAS PREDIAIS (ID7B_CM)
engenharia civil;7 período;CV37B - INSTALAÇÕES HIDROSSANITÁRIAS PREDIAIS (ID7A_CM)
engenharia civil;7 período;ST3XA - FUNDAMENTOS DE ENGENHARIA DE SEGURANÇA DO TRABALHO (ID7A_CM)
engenharia civil;7 período;CV37D - CONSTRUÇÕES EM MADEIRA (ID7A_CM)
engenharia civil;7 período;CV37C - CONCRETO ARMADO1 (ID7A_CM)
engenharia civil;7 período;CV37A - SANEAMENTO (ID7A_CM)
engenharia civil;7 período;HA3XA - HIDROLOGIA APLICADA (ID7A_CM)
engenharia civil;7 período;EC3XA - ECONOMIA (ID7A_CM)
engenharia civil;8 período;CV38B - Sistemas Hidraulicos Urbanos (ID8B_CM)
engenharia civil;8 período;CV38A - GESTAO AMBIENTAL (ID8A_CM)
engenharia civil;8 período;CV38E - CONSTRUÇÕES METÁLICAS (ID8A_CM)
engenharia civil;8 período;CV38D - CONCRETO ARMADO 2 (ID8A_CM)
engenharia civil;8 período;CV38B - SISTEMAS HIDRAULICOS URBANOS (ID8A_CM)
engenharia civil;8 período;CV38C - ESPECIFICAÇÕES E ORÇAMENTOS (ID8A_CM)
engenharia civil;8 período;CV38F - ENGENHARIA ECONOMICA (ID8A_CM)
engenharia civil;9 período;TCC1 - TRABALHO DE CONCLUSÃO DE CURSO (ID9A_CM)
engenharia civil;9 período;CV39D - PATOLOGIA E RECUPERAÇÃO DAS CONSTRUÇÕES (ID9A_CM)
engenharia civil;9 período;CV39A - GESTAO DE PROJETOS DE EDIFICIOS (ID9A_CM)
engenharia civil;9 período;EP3XA - ETICA, PROFISSÃO E CIDADANIA (ID9A_CM)
engenharia civil;9 período;CV39C - ESTRUTURAS DE FUNDAÇÕES (ID9A_CM)
engenharia civil;9 período;CV39B - GERENCIAMENTO DE OBRAS (ID9A_CM)
engenharia civil;10 período;TCC2 - TRABALHO DE CONCLUSÃO DE CURSO (ID10A_CM)
engenharia de alimentos;1 período;MP3X1 - METODOLOGIA DE PESQUISA (IG1A_CM)
engenharia de alimentos;1 período;EL31H - INTRODUÇÃO À ENGENHARIA DE ALIMENTOS (IG1A_CM)
engenharia de alimentos;1 período;EL31I - FUNDAMENTOS DE QUÍMICA (IG1A_CM)
engenharia de alimentos;1 período;FS3X1 - FISICA 1 (IG1B_CM)
engenharia de alimentos;1 período;FS3X1 - FISICA 1 (IG1A_CM)
engenharia de alimentos;1 período;GA3X1 - GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR (IG1A_CM)
engenharia de alimentos;1 período;CD3X1 - CALCULO DIFERENCIAL E INTEGRAL 1 (IG1A_CM)
engenharia de alimentos;2 período;EL32L - QUÍMICA ORGÂNICA (IG2A_CM)
engenharia de alimentos;2 período;EL32K - QUÍMICA EXPERIMENTAL (IG2B_CM)
engenharia de alimentos;2 período;EL32K - QUÍMICA EXPERIMENTAL (IG2A_CM)
engenharia de alimentos;2 período;EL32J - FÍSICO-QUIMICA (IG2A_CM)
engenharia de alimentos;2 período;FS3XB - FISICA 2 (IG2B_CM)
engenharia de alimentos;2 período;FS3XB - FISICA 2 (IG2A_CM)
engenharia de alimentos;2 período;ED3XA - EQUAÇÕES DIFERENCIAIS E ORDINÁRIAS (IG2A_CM)
engenharia de alimentos;2 período;CD3X2 - CALCULO DIFERENCIAL E INTEGRAL 2 (IG2A_CM)
engenharia de alimentos;2 período;PB3XB - PROBABILIDADE E ESTATISTICA (IG2A_CM) - Eng. de Alimentos
engenharia de alimentos;3 período;EL33M - QUÍMICA ANALÍTICA QUANTITATIVA (IG3B_CM)
engenharia de alimentos;3 período;EL33M - QUÍMICA ANALÍTICA QUANTITATIVA (IG3A_CM)
engenharia de alimentos;3 período;EL33N - DESENHO TÉCNICO (IG3A_CM)
engenharia de alimentos;3 período;EL33L - CINÉTICA APLICADA (IG3B_CM)
engenharia de alimentos;3 período;EL33L - CINÉTICA APLICADA (IG3A_CM)
engenharia de alimentos;3 período;EL33K - BIOQUÍMICA GERAL (IG3B_CM)
engenharia de alimentos;3 período;EL33K - BIOQUÍMICA GERAL (IG3A_CM)
engenharia de alimentos;3 período;MG3XA - MECANICA GERAL 1 (IG3A_CM)
engenharia de alimentos;3 período;CD3X3 - CALCULO DIFERENCIAL E INTEGRAL 3 (IG3A_CM)
engenharia de alimentos;3 período;FS3X3 - FISICA 3 (IG3B_CM)
engenharia de alimentos;3 período;FS3X3 - FISICA 3 (IG3A_CM)
engenharia de alimentos;4 período;EL34L - Microbiologia Geral (IG4B_CM)
engenharia de alimentos;4 período;AT31A - Atividades Complementares (IG4A_CM)
engenharia de alimentos;4 período;EL34N - QUÍMICA DE ALIMENTOS (IG4B_CM)
engenharia de alimentos;4 período;EL34N - QUÍMICA DE ALIMENTOS (IG4A_CM)
engenharia de alimentos;4 período;EL34L - MICROBIOLOGIA GERAL (IG4A_CM)
engenharia de alimentos;4 período;EL34M - FUNDAMENTOS DE NUTRIÇÃO (IG4A_CM)
engenharia de alimentos;4 período;EL34K - FUNDAMENTOS DE ENGENHARIA DE ALIMENTOS (IG4B_CM)
engenharia de alimentos;4 período;EL34K - FUNDAMENTOS DE ENGENHARIA DE ALIMENTOS (IG4A_CM)
engenharia de alimentos;4 período;EL34J - ESTATÍSTICA APLICADA (IG4A_CM)
engenharia de alimentos;4 período;MG3XC - MECANICA GERAL 2 (IG4A_CM)
engenharia de alimentos;4 período;CN3XA - CALCULO NUMERICO (IG4A_CM)
engenharia de alimentos;5 período;EL35P - Microbiologia De Alimentos (IG5B_CM)
engenharia de alimentos;5 período;EL35N - ANÁLISE SENSORIAL (IG5B_CM)
engenharia de alimentos;5 período;EL35J - TERMODINÂMICA 1 (IG5A_CM)
engenharia de alimentos;5 período;EL35E - PRINCÍPIO DA RESISTÊNCIA DOS MATERIAIS (IG5A_CM)
engenharia de alimentos;5 período;EL35P - MICROBIOLOGIA DE ALIMENTOS (IG5A_CM)
engenharia de alimentos;5 período;EL35I - MECÂNICA DOS FLUÍDOS (IG5A_CM)
engenharia de alimentos;5 período;EL35K - MATÉRIAS-PRIMAS AGROPECUÁRIAS (IG5A_CM)
engenharia de alimentos;5 período;EL35M - GESTÃO DA PRODUÇÃO (IG5A_CM)
engenharia de alimentos;5 período;EL35N - ANÁLISE SENSORIAL (IG5A_CM)
engenharia de alimentos;5 período;EL35L - ANÁLISE DE ALIMENTOS 1 (IG5A_CM)
engenharia de alimentos;6 período;EL36H - TRANSFERÊNCIA DE CALOR (IG6A_CM)
engenharia de alimentos;6 período;EL36I - TERMODINÂMICA 2 (IG6A_CM)
engenharia de alimentos;6 período;EL36N - SEGURANÇA DO TRABALHO (IG6A_CM)
engenharia de alimentos;6 período;EL36J - OPERAÇÕES UNITÁRIAS 1 (IG6A_CM)
engenharia de alimentos;6 período;EL36M - HIGIENE E SEGURANÇA ALIMENTAR (IG6A_CM)
engenharia de alimentos;6 período;EL36K - ANÁLISE DE ALIMENTOS 2 (IG6A_CM)
engenharia de alimentos;6 período;EL36L - INSTALAÇÕES EM SISTEMAS INDUSTRIAIS (IG6A_CM)
engenharia de alimentos;7 período;EL37N - VIABILIDADE FINANCEIRA E ECONÔMICA DE PROJETOS (IG7A_CM)
engenharia de alimentos;7 período;EL37I - TRANSFERÊNCIA DE MASSA (IG7A_CM)
engenharia de alimentos;7 período;TLD37O - TECNOLOGIA DE LEITE E DERIVADOS (IG7A_CM)
engenharia de alimentos;7 período;EL37M - SISTEMAS DE QUALIDADE (IG7A_CM)
engenharia de alimentos;7 período;EL37J - OPERAÇÕES UNITÁRIAS 2 (IG7A_CM)
engenharia de alimentos;7 período;EL37L - INSTRUMENTAÇÃO INSDUSTRIAL E CONTROLE DE PROCESSOS (IG7A_CM)
engenharia de alimentos;7 período;TEA39O - TÓPICOS ESPECIAIS EM ENGENHARIA DE ALIMENTOS 1 (IG7A_CM)
engenharia de alimentos;7 período;EL37C - TECNOLOGIA DE CARNES, DERIVADOS E PESCADOS (IG7A_CM)
engenharia de alimentos;7 período;EL37D - EMBALAGENS (IG7A_CM)
engenharia de alimentos;8 período;EL38K - Pericia E Avaliação (IG8A_CM)
engenharia de alimentos;8 período;EL38H - Operações Unitárias 3 (IG8A_CM)
engenharia de alimentos;8 período;EL38M - Desenvolvimento De Novos Produtos (IG8A_CM)
engenharia de alimentos;8 período;EL38D - TRATAMENTO DE ÁGUA E EFLUENTES (IG8A_CM)
engenharia de alimentos;8 período;TFH37O - TECNOLOGIA DE FRUTAS E HORTALIÇAS (IG8A_CM)
engenharia de alimentos;8 período;EL38L - ENGENHARIA BIOQUÍMICA (IG8A_CM)
engenharia de alimentos;8 período;EL38G - TOXICOLOGIA DE ALIMENTOS (IG8A_CM)
engenharia de alimentos;8 período;EL37M - SISTEMAS DE QUALIDADE (IG8A_CM)
engenharia de alimentos;8 período;EL38I - MODELAGEM E SIMUÇÃO DE PROCESSOS (IG8A_CM)
engenharia de alimentos;8 período;EL38A - ENGENHARIA BIOQUÍMICA (IG8A_CM)
engenharia de alimentos;8 período;EL38C - DESENVOLVIMENTO DE NOVOS PRODUTOS (IG8A_CM)
engenharia de alimentos;8 período;EL37L - INSTRUMENTAÇÃO INSDUSTRIAL E CONTROLE DE PROCESSOS (IG8A_CM)
engenharia de alimentos;9 período;EL39G - Ciclos Termodinamicos E Refrigeracao (IG9A_CM)
engenharia de alimentos;9 período;EL39F - Laboratório De Fenômenos De Transporte E Operações Unitárias (IG9B_CM)
engenharia de alimentos;9 período;EL39F - Laboratório De Fenômenos De Transporte E Operações Unitárias (IG9A_CM)
engenharia de alimentos;9 período;EL39H - Tratamento De Água E Efluentes (IG9A_CM)
engenharia de alimentos;9 período;TCC1 - TRABALHO DE CONCLUSÃO DE CURSO (IG9A_CM)
engenharia de alimentos;9 período;EL39E - PLANEJAMENTO DE PROJETOS (IG9A_CM)
engenharia de alimentos;9 período;EL39D - PERÍCIA E AVALIAÇÃO (IG9A_CM)
engenharia de alimentos;9 período;EL39A - ÉTICA, PROFISSÃO E CIDADANIA (IG9A_CM)
engenharia de alimentos;10 período;TCC2 - TRABALHO DE CONCLUSÃO DE CURSO (IG10A_CM)
engenharia eletrônica;1 período;GA3X1 - Geometria Analítica E Álgebra Linear (IL1A_CM)
engenharia eletrônica;1 período;IE3X1 - INTRODUÇÃO A ENGENHARIA (IL1A_CM)
engenharia eletrônica;1 período;LT31A - FUNDAMENTOS DE PROGRAMAÇÃO 1 (IL1A_CM)
engenharia eletrônica;1 período;FS3X1 - FISICA 1 (IL1B_CM)
